claim_id,claim_date,sale_id,repair_status
CLM005775,2024-06-11,SALE039226,Completed
CLM005776,2025-07-07,SALE039234,Rejected
CLM005777,2025-03-04,SALE039241,Replaced
CLM005778,2023-05-25,SALE039249,Completed
CLM005779,2024-02-17,SALE039253,Completed
CLM005780,2021-12-10,SALE039265,Replaced
CLM005781,2023-08-07,SALE039269,Rejected
CLM005782,2024-11-15,SALE039271,Completed
CLM005783,2020-12-11,SALE039272,Replaced
CLM005784,2025-08-11,SALE039281,Pending
CLM005785,2021-05-26,SALE039284,Rejected
CLM005786,2023-05-30,SALE039285,Completed
CLM005787,2021-02-08,SALE039294,Replaced
CLM005788,2024-01-04,SALE039305,Warranty Void
CLM005789,2021-08-13,SALE039306,Replaced
CLM005790,2021-12-16,SALE039316,Replaced
CLM005791,2022-12-31,SALE039320,Pending
CLM005792,2023-02-14,SALE039326,Replaced
CLM005793,2024-10-03,SALE039327,Paid Repaired
CLM005794,2023-11-15,SALE039341,Completed
CLM005795,2025-12-31,SALE039350,Completed
CLM005796,2024-02-11,SALE039354,Completed
CLM005797,2025-09-08,SALE039359,Replaced
CLM005798,2020-11-26,SALE039366,Rejected
CLM005799,2025-12-21,SALE039373,Completed
CLM005800,2024-11-23,SALE039378,Warranty Void
CLM005801,2025-12-21,SALE039388,Warranty Void
CLM005802,2023-10-28,SALE039393,Completed
CLM005803,2024-10-16,SALE039397,Completed
CLM005804,2024-09-19,SALE039401,Completed
CLM005805,2023-06-10,SALE039407,Replaced
CLM005806,2022-08-13,SALE039421,Warranty Void
CLM005807,2025-12-31,SALE039425,Rejected
CLM005808,2024-09-29,SALE039427,Replaced
CLM005809,2025-12-31,SALE039431,Completed
CLM005810,2021-03-25,SALE039432,Warranty Void
CLM005811,2023-10-31,SALE039437,Pending
CLM005812,2025-10-01,SALE039447,Rejected
CLM005813,2024-02-26,SALE039468,Replaced
CLM005814,2024-06-19,SALE039478,Rejected
CLM005815,2025-03-10,SALE039481,Completed
CLM005816,2025-07-05,SALE039494,Paid Repaired
CLM005817,2024-06-30,SALE039497,Replaced
CLM005818,2023-11-14,SALE039502,Completed
CLM005819,2024-12-28,SALE039503,Warranty Void
CLM005820,2020-05-14,SALE039510,Completed
CLM005821,2023-12-19,SALE039515,Paid Repaired
CLM005822,2025-04-14,SALE039526,Completed
CLM005823,2022-09-10,SALE039531,Pending
CLM005824,2025-12-31,SALE039534,Completed
CLM005825,2022-09-22,SALE039546,Rejected
CLM005826,2023-08-23,SALE039547,Completed
CLM005827,2024-07-15,SALE039563,Replaced
CLM005828,2023-03-26,SALE039564,Completed
CLM005829,2022-02-10,SALE039572,Paid Repaired
CLM005830,2021-10-10,SALE039593,Completed
CLM005831,2025-11-25,SALE039610,Completed
CLM005832,2021-12-04,SALE039611,Replaced
CLM005833,2022-11-03,SALE039619,Paid Repaired
CLM005834,2025-07-30,SALE039642,Replaced
CLM005835,2024-10-16,SALE039646,Completed
CLM005836,2025-06-14,SALE039655,Rejected
CLM005837,2023-11-04,SALE039662,Rejected
CLM005838,2025-04-05,SALE039675,Paid Repaired
CLM005839,2023-04-14,SALE039684,Completed
CLM005840,2022-06-01,SALE039689,Replaced
CLM005841,2023-02-06,SALE039694,Completed
CLM005842,2023-03-08,SALE039710,Completed
CLM005843,2025-01-14,SALE039712,Replaced
CLM005844,2021-11-17,SALE039725,Replaced
CLM005845,2022-05-05,SALE039740,Replaced
CLM005846,2025-10-05,SALE039742,Completed
CLM005847,2023-01-19,SALE039749,Paid Repaired
CLM005848,2023-04-29,SALE039752,Paid Repaired
CLM005849,2023-10-08,SALE039758,Completed
CLM005850,2024-08-04,SALE039760,Completed
CLM005851,2023-04-11,SALE039762,Completed
CLM005852,2025-01-31,SALE039774,Pending
CLM005853,2021-02-24,SALE039783,Rejected
CLM005854,2024-04-16,SALE039786,Completed
CLM005855,2023-03-02,SALE039792,Warranty Void
CLM005856,2025-01-31,SALE039802,Completed
CLM005857,2024-09-22,SALE039820,Completed
CLM005858,2023-07-21,SALE039825,Paid Repaired
CLM005859,2024-12-07,SALE039837,Paid Repaired
CLM005860,2024-10-17,SALE039851,Completed
CLM005861,2021-05-22,SALE039879,Completed
CLM005862,2020-09-25,SALE039883,Completed
CLM005863,2022-02-19,SALE039888,Completed
CLM005864,2025-12-13,SALE039906,Completed
CLM005865,2024-01-19,SALE039923,Paid Repaired
CLM005866,2025-12-31,SALE039927,Completed
CLM005867,2025-01-22,SALE039938,Completed
CLM005868,2024-12-22,SALE039940,Rejected
CLM005869,2023-07-29,SALE039944,Completed
CLM005870,2023-07-07,SALE039955,Pending
CLM005871,2024-02-13,SALE039985,Completed
CLM005872,2024-10-27,SALE039986,Rejected
CLM005873,2021-03-30,SALE039996,Completed
CLM005874,2022-05-09,SALE039999,Completed
CLM005875,2022-09-10,SALE040006,Paid Repaired
CLM005876,2023-04-08,SALE040009,Paid Repaired
CLM005877,2025-12-31,SALE040016,Paid Repaired
CLM005878,2021-12-03,SALE040020,Completed
CLM005879,2022-03-14,SALE040025,Replaced
CLM005880,2022-11-02,SALE040040,Replaced
CLM005881,2022-12-10,SALE040046,Pending
CLM005882,2023-07-13,SALE040049,Completed
CLM005883,2024-02-06,SALE040053,Paid Repaired
CLM005884,2023-11-10,SALE040057,Replaced
CLM005885,2023-03-05,SALE040063,Replaced
CLM005886,2020-11-20,SALE040074,Pending
CLM005887,2021-08-10,SALE040079,Completed
CLM005888,2022-02-22,SALE040082,Replaced
CLM005889,2021-01-20,SALE040097,Replaced
CLM005890,2022-10-16,SALE040102,Completed
CLM005891,2021-12-19,SALE040103,Pending
CLM005892,2022-05-10,SALE040108,Warranty Void
CLM005893,2023-04-29,SALE040110,Replaced
CLM005894,2024-02-16,SALE040112,Warranty Void
CLM005895,2023-10-02,SALE040113,Completed
CLM005896,2025-12-31,SALE040115,Rejected
CLM005897,2023-12-26,SALE040120,Replaced
CLM005898,2024-07-23,SALE040121,Completed
CLM005899,2025-11-03,SALE040124,Completed
CLM005900,2025-12-22,SALE040130,Completed
CLM005901,2023-07-25,SALE040138,Completed
CLM005902,2021-05-09,SALE040145,Paid Repaired
CLM005903,2022-08-15,SALE040154,Completed
CLM005904,2021-04-05,SALE040165,Pending
CLM005905,2022-05-24,SALE040169,Pending
CLM005906,2021-10-18,SALE040178,Replaced
CLM005907,2024-03-19,SALE040183,Rejected
CLM005908,2023-08-06,SALE040187,Completed
CLM005909,2024-09-28,SALE040189,Completed
CLM005910,2023-05-06,SALE040191,Warranty Void
CLM005911,2022-04-07,SALE040200,Rejected
CLM005912,2020-08-08,SALE040210,Completed
CLM005913,2024-02-23,SALE040219,Completed
CLM005914,2025-12-31,SALE040227,Completed
CLM005915,2021-12-11,SALE040228,Completed
CLM005916,2022-04-13,SALE040230,Completed
CLM005917,2021-10-26,SALE040235,Paid Repaired
CLM005918,2020-07-27,SALE040241,Completed
CLM005919,2023-03-25,SALE040244,Paid Repaired
CLM005920,2021-02-21,SALE040245,Paid Repaired
CLM005921,2024-05-22,SALE040253,Completed
CLM005922,2024-04-03,SALE040256,Completed
CLM005923,2025-06-17,SALE040261,Completed
CLM005924,2024-02-16,SALE040262,Completed
CLM005925,2025-04-18,SALE040264,Paid Repaired
CLM005926,2025-12-31,SALE040265,Completed
CLM005927,2021-11-06,SALE040270,Completed
CLM005928,2022-03-01,SALE040281,Completed
CLM005929,2022-07-17,SALE040292,Completed
CLM005930,2021-01-18,SALE040318,Pending
CLM005931,2025-03-29,SALE040319,Completed
CLM005932,2023-12-13,SALE040321,Completed
CLM005933,2025-03-06,SALE040323,Completed
CLM005934,2025-01-19,SALE040334,Pending
CLM005935,2023-09-07,SALE040335,Completed
CLM005936,2025-09-07,SALE040336,Rejected
CLM005937,2023-05-20,SALE040337,Replaced
CLM005938,2025-11-14,SALE040344,Pending
CLM005939,2021-09-08,SALE040349,Paid Repaired
CLM005940,2022-05-07,SALE040351,Completed
CLM005941,2025-11-18,SALE040352,Pending
CLM005942,2021-06-28,SALE040356,Completed
CLM005943,2022-03-07,SALE040358,Warranty Void
CLM005944,2022-12-05,SALE040363,Replaced
CLM005945,2024-05-29,SALE040365,Completed
CLM005946,2024-06-23,SALE040368,Completed
CLM005947,2021-08-12,SALE040380,Completed
CLM005948,2020-07-07,SALE040383,Replaced
CLM005949,2024-10-29,SALE040393,Completed
CLM005950,2021-10-18,SALE040394,Completed
CLM005951,2024-04-04,SALE040399,Pending
CLM005952,2024-03-17,SALE040415,Pending
CLM005953,2023-10-20,SALE040423,Completed
CLM005954,2020-05-26,SALE040424,Completed
CLM005955,2023-12-12,SALE040431,Completed
CLM005956,2025-12-31,SALE040435,Warranty Void
CLM005957,2024-11-28,SALE040442,Replaced
CLM005958,2023-04-05,SALE040443,Paid Repaired
CLM005959,2021-08-01,SALE040450,Completed
CLM005960,2021-03-12,SALE040457,Replaced
CLM005961,2020-12-10,SALE040467,Replaced
CLM005962,2021-02-13,SALE040484,Replaced
CLM005963,2025-12-25,SALE040501,Paid Repaired
CLM005964,2021-12-02,SALE040503,Paid Repaired
CLM005965,2025-12-31,SALE040504,Pending
CLM005966,2021-08-03,SALE040509,Warranty Void
CLM005967,2025-12-31,SALE040511,Pending
CLM005968,2020-11-05,SALE040514,Completed
CLM005969,2025-08-22,SALE040519,Warranty Void
CLM005970,2024-07-09,SALE040521,Replaced
CLM005971,2024-03-21,SALE040525,Completed
CLM005972,2025-03-25,SALE040528,Completed
CLM005973,2024-02-05,SALE040529,Completed
CLM005974,2025-12-31,SALE040558,Completed
CLM005975,2023-05-04,SALE040573,Pending
CLM005976,2024-06-13,SALE040582,Completed
CLM005977,2022-03-18,SALE040586,Pending
CLM005978,2025-12-31,SALE040587,Replaced
CLM005979,2025-12-31,SALE040592,Paid Repaired
CLM005980,2024-01-13,SALE040594,Replaced
CLM005981,2024-10-20,SALE040598,Completed
CLM005982,2025-12-31,SALE040603,Warranty Void
CLM005983,2024-11-25,SALE040608,Completed
CLM005984,2022-11-10,SALE040620,Pending
CLM005985,2023-06-11,SALE040627,Completed
CLM005986,2024-12-23,SALE040637,Paid Repaired
CLM005987,2025-12-31,SALE040649,Paid Repaired
CLM005988,2022-11-23,SALE040656,Paid Repaired
CLM005989,2021-07-17,SALE040662,Pending
CLM005990,2021-11-22,SALE040663,Completed
CLM005991,2022-04-12,SALE040691,Warranty Void
CLM005992,2023-01-30,SALE040701,Completed
CLM005993,2024-03-07,SALE040705,Completed
CLM005994,2023-06-22,SALE040710,Completed
CLM005995,2024-09-29,SALE040729,Paid Repaired
CLM005996,2020-12-29,SALE040736,Paid Repaired
CLM005997,2021-07-12,SALE040747,Completed
CLM005998,2021-12-25,SALE040756,Replaced
CLM005999,2025-02-07,SALE040757,Paid Repaired
CLM006000,2025-02-11,SALE040767,Pending
CLM006001,2022-04-22,SALE040772,Paid Repaired
CLM006002,2023-04-09,SALE040779,Completed
CLM006003,2025-03-11,SALE040781,Replaced
CLM006004,2025-12-31,SALE040782,Completed
CLM006005,2021-08-11,SALE040783,Pending
CLM006006,2025-03-09,SALE040792,Paid Repaired
CLM006007,2022-01-18,SALE040794,Paid Repaired
CLM006008,2025-09-21,SALE040795,Pending
CLM006009,2024-09-14,SALE040802,Rejected
CLM006010,2022-09-15,SALE040806,Replaced
CLM006011,2025-08-25,SALE040807,Completed
CLM006012,2022-12-11,SALE040809,Replaced
CLM006013,2021-10-14,SALE040831,Paid Repaired
CLM006014,2024-06-19,SALE040851,Pending
CLM006015,2022-06-30,SALE040854,Completed
CLM006016,2023-08-30,SALE040856,Completed
CLM006017,2021-12-26,SALE040859,Paid Repaired
CLM006018,2024-01-30,SALE040863,Completed
CLM006019,2021-12-10,SALE040867,Rejected
CLM006020,2025-01-11,SALE040870,Completed
CLM006021,2022-02-14,SALE040882,Replaced
CLM006022,2025-12-31,SALE040885,Pending
CLM006023,2021-03-17,SALE040897,Completed
CLM006024,2021-07-22,SALE040917,Completed
CLM006025,2024-01-26,SALE040920,Completed
CLM006026,2023-04-27,SALE040925,Pending
CLM006027,2023-09-18,SALE040927,Completed
CLM006028,2025-12-13,SALE040930,Completed
CLM006029,2023-11-18,SALE040931,Completed
CLM006030,2025-09-18,SALE040932,Completed
CLM006031,2021-06-11,SALE040933,Completed
CLM006032,2023-11-05,SALE040934,Paid Repaired
CLM006033,2023-12-07,SALE040946,Completed
CLM006034,2024-03-03,SALE040947,Replaced
CLM006035,2025-10-31,SALE040958,Completed
CLM006036,2021-10-18,SALE040973,Pending
CLM006037,2025-04-08,SALE040979,Pending
CLM006038,2022-06-24,SALE040982,Completed
CLM006039,2024-05-23,SALE040983,Pending
CLM006040,2022-08-06,SALE040987,Completed
CLM006041,2021-11-29,SALE040989,Replaced
CLM006042,2022-06-17,SALE040993,Replaced
CLM006043,2021-07-19,SALE041006,Paid Repaired
CLM006044,2023-11-25,SALE041008,Replaced
CLM006045,2021-11-15,SALE041016,Replaced
CLM006046,2025-06-25,SALE041019,Paid Repaired
CLM006047,2023-11-17,SALE041023,Replaced
CLM006048,2025-09-04,SALE041026,Completed
CLM006049,2022-07-18,SALE041027,Completed
CLM006050,2022-07-28,SALE041043,Completed
CLM006051,2025-01-12,SALE041048,Completed
CLM006052,2025-07-23,SALE041058,Replaced
CLM006053,2023-02-13,SALE041063,Rejected
CLM006054,2022-04-08,SALE041071,Paid Repaired
CLM006055,2025-12-31,SALE041074,Paid Repaired
CLM006056,2023-03-11,SALE041075,Paid Repaired
CLM006057,2020-11-13,SALE041081,Pending
CLM006058,2021-04-25,SALE041090,Pending
CLM006059,2025-12-31,SALE041092,Warranty Void
CLM006060,2022-05-13,SALE041103,Warranty Void
CLM006061,2025-11-28,SALE041113,Pending
CLM006062,2025-01-24,SALE041114,Completed
CLM006063,2022-10-06,SALE041118,Completed
CLM006064,2023-04-13,SALE041120,Pending
CLM006065,2021-09-25,SALE041121,Completed
CLM006066,2021-11-11,SALE041127,Pending
CLM006067,2025-05-04,SALE041130,Completed
CLM006068,2022-01-10,SALE041136,Paid Repaired
CLM006069,2025-12-31,SALE041137,Warranty Void
CLM006070,2023-06-14,SALE041139,Completed
CLM006071,2022-08-17,SALE041159,Completed
CLM006072,2025-12-31,SALE041162,Replaced
CLM006073,2022-01-25,SALE041170,Paid Repaired
CLM006074,2025-12-02,SALE041194,Completed
CLM006075,2022-09-06,SALE041203,Completed
CLM006076,2020-06-13,SALE041205,Completed
CLM006077,2024-07-02,SALE041209,Completed
CLM006078,2024-04-18,SALE041210,Pending
CLM006079,2021-01-16,SALE041228,Paid Repaired
CLM006080,2024-05-29,SALE041229,Completed
CLM006081,2023-04-14,SALE041232,Completed
CLM006082,2023-03-09,SALE041233,Completed
CLM006083,2020-11-28,SALE041236,Completed
CLM006084,2020-09-18,SALE041240,Completed
CLM006085,2024-10-01,SALE041242,Completed
CLM006086,2023-10-14,SALE041243,Completed
CLM006087,2023-12-16,SALE041247,Replaced
CLM006088,2025-03-07,SALE041248,Completed
CLM006089,2023-09-28,SALE041264,Completed
CLM006090,2022-09-08,SALE041267,Pending
CLM006091,2022-04-30,SALE041269,Completed
CLM006092,2025-01-14,SALE041273,Completed
CLM006093,2023-06-11,SALE041284,Replaced
CLM006094,2022-02-04,SALE041292,Completed
CLM006095,2020-08-30,SALE041323,Replaced
CLM006096,2020-09-01,SALE041324,Paid Repaired
CLM006097,2025-11-06,SALE041325,Completed
CLM006098,2023-06-10,SALE041331,Paid Repaired
CLM006099,2021-09-07,SALE041341,Pending
CLM006100,2024-11-14,SALE041346,Replaced
CLM006101,2023-12-31,SALE041347,Completed
CLM006102,2025-01-04,SALE041350,Completed
CLM006103,2025-11-28,SALE041357,Paid Repaired
CLM006104,2022-11-05,SALE041367,Pending
CLM006105,2020-11-29,SALE041375,Rejected
CLM006106,2025-12-31,SALE041376,Replaced
CLM006107,2022-03-06,SALE041383,Pending
CLM006108,2021-06-24,SALE041386,Paid Repaired
CLM006109,2022-07-23,SALE041396,Replaced
CLM006110,2023-05-13,SALE041397,Replaced
CLM006111,2022-03-09,SALE041402,Replaced
CLM006112,2023-02-08,SALE041419,Completed
CLM006113,2022-01-04,SALE041422,Rejected
CLM006114,2024-04-06,SALE041426,Completed
CLM006115,2021-08-22,SALE041436,Replaced
CLM006116,2021-12-02,SALE041438,Paid Repaired
CLM006117,2024-02-07,SALE041442,Paid Repaired
CLM006118,2023-07-22,SALE041446,Completed
CLM006119,2022-07-23,SALE041457,Completed
CLM006120,2022-02-19,SALE041458,Completed
CLM006121,2024-06-25,SALE041465,Rejected
CLM006122,2025-06-11,SALE041471,Replaced
CLM006123,2021-09-02,SALE041491,Completed
CLM006124,2025-12-31,SALE041496,Pending
CLM006125,2024-08-03,SALE041518,Paid Repaired
CLM006126,2025-12-31,SALE041527,Paid Repaired
CLM006127,2025-12-31,SALE041534,Warranty Void
CLM006128,2020-11-27,SALE041539,Paid Repaired
CLM006129,2025-12-31,SALE041546,Replaced
CLM006130,2024-12-29,SALE041563,Paid Repaired
CLM006131,2023-01-23,SALE041569,Warranty Void
CLM006132,2024-04-25,SALE041572,Rejected
CLM006133,2023-03-01,SALE041587,Completed
CLM006134,2025-01-27,SALE041588,Replaced
CLM006135,2022-02-16,SALE041589,Completed
CLM006136,2021-09-07,SALE041592,Completed
CLM006137,2022-06-25,SALE041593,Completed
CLM006138,2021-09-13,SALE041612,Pending
CLM006139,2021-11-13,SALE041616,Rejected
CLM006140,2023-06-15,SALE041622,Completed
CLM006141,2021-10-24,SALE041631,Rejected
CLM006142,2024-07-06,SALE041652,Paid Repaired
CLM006143,2021-12-27,SALE041664,Replaced
CLM006144,2022-09-11,SALE041665,Completed
CLM006145,2022-05-17,SALE041666,Completed
CLM006146,2020-06-23,SALE041673,Warranty Void
CLM006147,2025-08-15,SALE041675,Warranty Void
CLM006148,2021-01-05,SALE041677,Replaced
CLM006149,2022-07-23,SALE041681,Completed
CLM006150,2023-07-29,SALE041688,Paid Repaired
CLM006151,2021-09-30,SALE041703,Completed
CLM006152,2021-04-05,SALE041708,Paid Repaired
CLM006153,2024-07-01,SALE041709,Paid Repaired
CLM006154,2022-11-23,SALE041720,Paid Repaired
CLM006155,2024-12-29,SALE041728,Replaced
CLM006156,2023-01-28,SALE041732,Completed
CLM006157,2024-08-05,SALE041741,Rejected
CLM006158,2024-01-22,SALE041743,Replaced
CLM006159,2023-02-28,SALE041765,Completed
CLM006160,2024-04-30,SALE041782,Completed
CLM006161,2022-04-02,SALE041791,Paid Repaired
CLM006162,2023-12-19,SALE041798,Warranty Void
CLM006163,2021-05-08,SALE041801,Replaced
CLM006164,2024-10-05,SALE041807,Completed
CLM006165,2024-08-20,SALE041817,Warranty Void
CLM006166,2025-12-31,SALE041822,Pending
CLM006167,2023-01-15,SALE041842,Completed
CLM006168,2021-10-08,SALE041844,Paid Repaired
CLM006169,2025-04-13,SALE041845,Replaced
CLM006170,2021-12-30,SALE041853,Replaced
CLM006171,2023-07-23,SALE041854,Completed
CLM006172,2021-09-13,SALE041867,Pending
CLM006173,2024-03-17,SALE041874,Paid Repaired
CLM006174,2024-04-12,SALE041875,Paid Repaired
CLM006175,2025-08-26,SALE041876,Completed
CLM006176,2025-12-31,SALE041877,Rejected
CLM006177,2024-03-02,SALE041879,Paid Repaired
CLM006178,2022-04-22,SALE041880,Pending
CLM006179,2022-02-13,SALE041884,Replaced
CLM006180,2023-11-09,SALE041905,Warranty Void
CLM006181,2025-12-31,SALE041910,Completed
CLM006182,2024-04-15,SALE041915,Paid Repaired
CLM006183,2025-06-22,SALE041920,Rejected
CLM006184,2023-04-04,SALE041922,Completed
CLM006185,2025-12-31,SALE041935,Completed
CLM006186,2024-12-08,SALE041938,Completed
CLM006187,2023-06-08,SALE041942,Paid Repaired
CLM006188,2023-12-24,SALE041943,Paid Repaired
CLM006189,2024-12-13,SALE041957,Replaced
CLM006190,2024-12-28,SALE041965,Replaced
CLM006191,2025-05-01,SALE041974,Completed
CLM006192,2025-04-22,SALE041976,Replaced
CLM006193,2025-05-17,SALE041985,Completed
CLM006194,2025-06-20,SALE041997,Completed
CLM006195,2025-02-20,SALE041999,Completed
CLM006196,2024-11-26,SALE042010,Paid Repaired
CLM006197,2022-09-14,SALE042016,Paid Repaired
CLM006198,2024-09-12,SALE042025,Warranty Void
CLM006199,2025-02-15,SALE042027,Completed
CLM006200,2022-11-28,SALE042037,Pending
CLM006201,2022-11-06,SALE042042,Paid Repaired
CLM006202,2021-06-18,SALE042044,Completed
CLM006203,2022-04-09,SALE042050,Paid Repaired
CLM006204,2023-06-30,SALE042055,Completed
CLM006205,2021-05-19,SALE042057,Completed
CLM006206,2021-06-09,SALE042063,Replaced
CLM006207,2024-01-03,SALE042067,Completed
CLM006208,2023-03-04,SALE042071,Completed
CLM006209,2025-12-31,SALE042072,Replaced
CLM006210,2023-05-06,SALE042077,Warranty Void
CLM006211,2025-09-02,SALE042081,Completed
CLM006212,2023-03-30,SALE042090,Completed
CLM006213,2024-08-28,SALE042093,Paid Repaired
CLM006214,2025-12-29,SALE042096,Pending
CLM006215,2021-02-11,SALE042103,Completed
CLM006216,2025-03-14,SALE042105,Completed
CLM006217,2024-08-28,SALE042106,Completed
CLM006218,2024-07-02,SALE042113,Replaced
CLM006219,2021-06-06,SALE042116,Replaced
CLM006220,2020-11-23,SALE042118,Completed
CLM006221,2023-09-17,SALE042119,Paid Repaired
CLM006222,2025-12-31,SALE042122,Rejected
CLM006223,2023-01-06,SALE042125,Completed
CLM006224,2023-05-22,SALE042126,Completed
CLM006225,2023-09-01,SALE042132,Completed
CLM006226,2022-11-22,SALE042133,Completed
CLM006227,2024-10-20,SALE042135,Completed
CLM006228,2022-07-28,SALE042136,Completed
CLM006229,2024-04-15,SALE042141,Paid Repaired
CLM006230,2025-02-15,SALE042143,Completed
CLM006231,2023-12-26,SALE042157,Completed
CLM006232,2021-03-12,SALE042160,Completed
CLM006233,2025-05-07,SALE042188,Completed
CLM006234,2025-03-28,SALE042194,Completed
CLM006235,2025-10-25,SALE042198,Pending
CLM006236,2023-09-26,SALE042208,Completed
CLM006237,2024-01-10,SALE042220,Paid Repaired
CLM006238,2025-12-31,SALE042231,Completed
CLM006239,2024-04-30,SALE042243,Completed
CLM006240,2021-09-09,SALE042249,Replaced
CLM006241,2022-07-27,SALE042252,Pending
CLM006242,2025-10-28,SALE042253,Completed
CLM006243,2025-01-19,SALE042256,Completed
CLM006244,2022-11-14,SALE042259,Completed
CLM006245,2025-12-16,SALE042264,Pending
CLM006246,2022-12-21,SALE042285,Paid Repaired
CLM006247,2025-10-23,SALE042291,Pending
CLM006248,2024-03-25,SALE042302,Warranty Void
CLM006249,2021-07-09,SALE042305,Warranty Void
CLM006250,2021-02-14,SALE042307,Completed
CLM006251,2025-12-31,SALE042317,Paid Repaired
CLM006252,2022-06-27,SALE042318,Paid Repaired
CLM006253,2022-09-18,SALE042330,Replaced
CLM006254,2023-05-15,SALE042342,Completed
CLM006255,2023-06-01,SALE042355,Completed
CLM006256,2025-10-31,SALE042360,Completed
CLM006257,2025-12-31,SALE042361,Completed
CLM006258,2025-02-14,SALE042367,Warranty Void
CLM006259,2021-07-12,SALE042376,Completed
CLM006260,2023-10-30,SALE042385,Replaced
CLM006261,2022-03-09,SALE042390,Rejected
CLM006262,2023-01-21,SALE042399,Completed
CLM006263,2025-12-31,SALE042400,Replaced
CLM006264,2025-05-04,SALE042401,Replaced
CLM006265,2023-06-13,SALE042416,Replaced
CLM006266,2023-05-26,SALE042419,Replaced
CLM006267,2023-07-04,SALE042422,Paid Repaired
CLM006268,2021-11-30,SALE042431,Completed
CLM006269,2024-04-30,SALE042433,Warranty Void
CLM006270,2025-12-31,SALE042434,Warranty Void
CLM006271,2025-09-29,SALE042436,Replaced
CLM006272,2025-12-31,SALE042449,Completed
CLM006273,2021-01-08,SALE042459,Paid Repaired
CLM006274,2023-01-03,SALE042460,Replaced
CLM006275,2025-03-27,SALE042461,Paid Repaired
CLM006276,2022-04-10,SALE042468,Completed
CLM006277,2024-07-15,SALE042474,Completed
CLM006278,2023-07-09,SALE042482,Completed
CLM006279,2023-05-13,SALE042493,Pending
CLM006280,2020-09-21,SALE042504,Paid Repaired
CLM006281,2021-12-12,SALE042514,Completed
CLM006282,2020-06-01,SALE042515,Paid Repaired
CLM006283,2025-08-11,SALE042529,Paid Repaired
CLM006284,2022-08-16,SALE042530,Completed
CLM006285,2022-12-17,SALE042538,Replaced
CLM006286,2022-07-15,SALE042543,Replaced
CLM006287,2022-06-20,SALE042555,Pending
CLM006288,2024-06-11,SALE042562,Replaced
CLM006289,2022-08-17,SALE042565,Completed
CLM006290,2024-08-31,SALE042566,Replaced
CLM006291,2025-11-11,SALE042579,Pending
CLM006292,2020-07-19,SALE042584,Completed
CLM006293,2021-04-11,SALE042589,Completed
CLM006294,2021-12-29,SALE042591,Replaced
CLM006295,2025-07-08,SALE042596,Completed
CLM006296,2025-11-19,SALE042610,Replaced
CLM006297,2025-04-25,SALE042616,Pending
CLM006298,2025-09-16,SALE042618,Paid Repaired
CLM006299,2024-03-30,SALE042624,Completed
CLM006300,2022-01-21,SALE042628,Replaced
CLM006301,2023-08-26,SALE042629,Completed
CLM006302,2024-04-19,SALE042630,Completed
CLM006303,2021-06-10,SALE042633,Replaced
CLM006304,2024-01-01,SALE042641,Pending
CLM006305,2023-11-03,SALE042643,Paid Repaired
CLM006306,2024-10-28,SALE042651,Completed
CLM006307,2022-08-17,SALE042654,Paid Repaired
CLM006308,2023-12-29,SALE042656,Paid Repaired
CLM006309,2025-12-31,SALE042667,Pending
CLM006310,2023-12-08,SALE042675,Replaced
CLM006311,2023-06-06,SALE042688,Replaced
CLM006312,2024-11-20,SALE042693,Replaced
CLM006313,2023-03-01,SALE042708,Completed
CLM006314,2024-05-13,SALE042709,Replaced
CLM006315,2024-10-30,SALE042723,Completed
CLM006316,2024-04-13,SALE042726,Completed
CLM006317,2024-06-23,SALE042733,Completed
CLM006318,2025-12-31,SALE042737,Completed
CLM006319,2023-08-05,SALE042738,Paid Repaired
CLM006320,2025-12-31,SALE042745,Completed
CLM006321,2021-07-31,SALE042760,Pending
CLM006322,2023-02-17,SALE042765,Pending
CLM006323,2024-01-25,SALE042768,Completed
CLM006324,2025-07-23,SALE042781,Pending
CLM006325,2024-10-01,SALE042786,Completed
CLM006326,2024-02-02,SALE042787,Completed
CLM006327,2025-05-08,SALE042793,Replaced
CLM006328,2025-12-31,SALE042794,Pending
CLM006329,2022-12-27,SALE042800,Replaced
CLM006330,2022-07-12,SALE042814,Rejected
CLM006331,2021-05-27,SALE042822,Completed
CLM006332,2022-07-24,SALE042823,Rejected
CLM006333,2025-06-29,SALE042828,Completed
CLM006334,2023-02-05,SALE042831,Replaced
CLM006335,2024-01-26,SALE042842,Paid Repaired
CLM006336,2022-06-06,SALE042849,Pending
CLM006337,2020-11-01,SALE042852,Completed
CLM006338,2022-01-14,SALE042853,Completed
CLM006339,2025-12-14,SALE042854,Paid Repaired
CLM006340,2022-03-18,SALE042855,Completed
CLM006341,2023-04-10,SALE042866,Replaced
CLM006342,2024-06-19,SALE042876,Completed
CLM006343,2025-12-31,SALE042890,Replaced
CLM006344,2021-10-31,SALE042893,Completed
CLM006345,2024-02-13,SALE042894,Warranty Void
CLM006346,2021-08-10,SALE042895,Completed
CLM006347,2025-06-29,SALE042896,Rejected
CLM006348,2022-08-18,SALE042903,Warranty Void
CLM006349,2021-08-05,SALE042904,Pending
CLM006350,2020-07-05,SALE042906,Completed
CLM006351,2023-09-12,SALE042913,Pending
CLM006352,2025-08-13,SALE042921,Completed
CLM006353,2023-12-03,SALE042922,Replaced
CLM006354,2025-12-27,SALE042928,Completed
CLM006355,2021-11-23,SALE042935,Completed
